ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
DYNAPLASTER 10CM (MEDIGRIP),15,R&R SURGICALS,September,2024,Miscellaneous
DYTOR-10MG.TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
DYTOR-5MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN 150 MG TAB,350,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN 75 MG TAB,1050,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN AV 75/20MG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN AV75/10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN GOLD 10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ECOSPRIN GOLD 20 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ELDOPER-2 MG TAB,135,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ELMAPHYLLINE INJ 10ML,105,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
ELTROXIN 50 MCG TAB,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ELTROXIN-25MG TAB,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ENCORE GLOVES NO.7.0,65,R&R SURGICALS,September,2024,Surgical
ENCORE GLOVES NO.7.5,65,R&R SURGICALS,September,2024,Surgical
ENCORE ORTHOPAEDIC GLOVE 7.0,50,R&R SURGICALS,September,2024,Ortho
ENDO E T TUBE 37MM,1,ROSARY LIFESCIENCES PVT LTD,September,2024,Gastroenterology
ENEMA 100 ML,20,R&R SURGICALS,September,2024,Pharmaceuticals
ENZAR - HS CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
EPSOM SALT(MEGNISIUM SULPHATE),116,R&R SURGICALS,September,2024,Miscellaneous
EVATOCIN 1 ML INJ,50,HEALTH PHARMA,September,2024,Pharmaceuticals
EVERMINE 50 EVEROLIMUS ELUTING STENT SIZE 3.0*29,1,CARDIO VISION,September,2024,Cardiology
EXAMINATION GLOVES,8000,R&R SURGICALS,September,2024,Surgical
FACE MASK (ELASTIC),400,R&R SURGICALS,September,2024,Respiratory
FEMORAL SHEATH 6FR (CORDIS),6,CARDIO VISION,September,2024,Cardiology
FEMORAL SHEATH 7FR,1,CARDIO VISION,September,2024,Cardiology
FERMORAL SHEATH 7FR (CORDIS),1,CARDIO VISION,September,2024,Cardiology
FLAMINGO CLAVICLE BRACE (LARGE),2,R&R SURGICALS,September,2024,Miscellaneous
FLAMINGO CLAVICLE BRACE (MEDIUM ),2,R&R SURGICALS,September,2024,Miscellaneous
FLAMINGO CLAVICLE BRACE (SMALL),2,R&R SURGICALS,September,2024,Miscellaneous
FLAMINGO CREPE 4 IN,20,R&R SURGICALS,September,2024,Miscellaneous
FLAMINGO CREPE BANDAGE 15 CM,20,R&R SURGICALS,September,2024,Wound Care
FLAVEDON MR TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
FLUVIR 75 MG CAP,200,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
FOLEYS CATHETER 14 G SILICON,10,R&R SURGICALS,September,2024,Urology
FOLVITE TAB,540,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
FORACORT- 1MG/2ML RESPULES,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
FORACORT 200 INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Respiratory
FORACORT SYNCHROBREATHE 200 MCG INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Respiratory
FORACORT-0.5MG/2ML RESPULES,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
FORCAN 200MG TAB,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
FUNGIT-100MG,100,V K MEDICALS,September,2024,Pharmaceuticals
FUNGIT-200 CAP,100,V K MEDICALS,September,2024,Pharmaceuticals
G DRESS 20,20,R&R SURGICALS,September,2024,Miscellaneous
G DRESS GD 10,60,R&R SURGICALS,September,2024,Miscellaneous
G DRESS GD 15,20,R&R SURGICALS,September,2024,Miscellaneous
GAUZE BMT 100 CM X 18 MTR,45,R&R SURGICALS,September,2024,General/Consumables
GAUZH 30*30,16,SURYA TECHNO MEDICALS,September,2024,Miscellaneous
GELSPON(AQGEL),40,R&R SURGICALS,September,2024,Dermatology
GEMER DS 2 TABLETS,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
GLOVE 7.0,125,R&R SURGICALS,September,2024,Surgical
GLOVE 7.5,125,R&R SURGICALS,September,2024,Surgical
GLUCI INJ,50,HEALTH PHARMA,September,2024,Pharmaceuticals
GLUTARX 600MG INJ,30,SHRI AADHYA PHARMAA,September,2024,Pharmaceuticals
GLYCERIN 100 GM,24,R&R SURGICALS,September,2024,Miscellaneous
GLYCEROL 100ML,24,R&R SURGICALS,September,2024,Pharmaceuticals
GRILINCTUS-BM SYRUP,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
GRILINTUS-100ML SYRUP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HCQS.TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HEAD CAPS (F),600,R&R SURGICALS,September,2024,Pharmaceuticals
HEPTAGON TABS,800,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HEXIDINE M/W 80ML,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HI-MASK ADULT,3,R&R SURGICALS,September,2024,Respiratory
HIV KIT BIG SURGICAL,2,R&R SURGICALS,September,2024,Surgical
HOMIN D3 TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HUMAN ACTRAPID 40 IU INJ,20,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
HUMAN MIXTARD 40 IU INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
HYDROGEN PEROXIDE 400 ML,20,R&R SURGICALS,September,2024,Pharmaceuticals
IDOXIFING 10ML,150,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
IMINZA 100MG INJ,10,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
INDERAL  LA 20MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
INFLATION DEVICES (IBM),1,CARDIO VISION,September,2024,Miscellaneous
INSTARAFT 100ML SYP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
INSUGEN(30/70) 40IU/ML,10,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
INTRA CATH 20G,500,R&R SURGICALS,September,2024,Miscellaneous
ITROP PLUS EYE DROPS 5 ML,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
IV SET (ROMSONS),500,R&R SURGICALS,September,2024,General/Consumables
IVABRAD-5MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
JMS PAPAER TAPE 3INCH,52,R&R SURGICALS,September,2024,Wound Care
JMS PAPER TAPE 2INCH,78,R&R SURGICALS,September,2024,Wound Care
JUBI R INJ,4,EVYA PHARMACY,September,2024,Pharmaceuticals
K-CIT 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
KEPDOX 200MG,600,V K MEDICALS,September,2024,Pharmaceuticals
KEPDOX CV325,500,V K MEDICALS,September,2024,Miscellaneous
KINPRIDE TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
KLARIMAC 250 TAB,300,V K MEDICALS,September,2024,Pharmaceuticals
KWIRE 2.0MM,2,SHREE MITHRA SURGICALS,September,2024,Ortho
LABLOL 4ML INJ,20,HEALTH PHARMA,September,2024,Pharmaceuticals
LACTIFIBER GRANULES,16,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Radiology
LACTIHEP SYRUP 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LASIX-4ML,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LATERAL TIBALOCKING PLATE WITH SCREW,1,SHREE MITHRA SURGICALS,September,2024,Ortho
LAUNCHER GUIDING CATHETER 6F EBU 3.5,1,CARDIO VISION,September,2024,Urology
LESURIDE 25 MG INJ,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LEVAH-MK TAB,1500,V K MEDICALS,September,2024,Pharmaceuticals
LEVICEL 500 TAB,1000,V K MEDICALS,September,2024,Pharmaceuticals
LEVIPIL 1G TABLET,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LEXANOX PLUS ORAL PASTE,16,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
LIMCEE TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LINABETIC 5MG,1000,ARKAS PHARMA PRIVATE LIMITED,September,2024,Pharmaceuticals
LINZOCURE-600 TAB,500,V K MEDICALS,September,2024,Pharmaceuticals
LOBUN FORTE CAPS,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LOOZ ENEMA 275 ML,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LOOZ-150ML SYRUP,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
LORI-2ML INJ,50,HEALTH PHARMA,September,2024,Pharmaceuticals
LOX  2% GELLY 30GR,240,HEALTH PHARMA,September,2024,Dermatology
LUPIRTIN  CAPSULES,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MAGNEON 2 ML INJ,200,HEALTH PHARMA,September,2024,Pharmaceuticals
MAROPEN 1GM INJ,162,V K MEDICALS,September,2024,Pharmaceuticals
MEDIGRIP IV FIX,1000,R&R SURGICALS,September,2024,Miscellaneous
MEFTAL-FORTE TABLET,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MEGAHEAL GEL 15 GM,30,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Dermatology
MEGANEURON PG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MESOLIT (MESNA) 3 ML,420,HEALTH PHARMA,September,2024,Pharmaceuticals
MET XL 12.5 TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MET XL 25 MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
META-500 TAB,500,V K MEDICALS,September,2024,Pharmaceuticals
METOZ 2.5MG,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
METOZ 5MG TAB,10,APOLLO PHARMACY,September,2024,Pharmaceuticals
METRO IV 100 ML,300,KODANDAPANI MEDICALS,September,2024,Pharmaceuticals
METROGYL GEL 30 GM,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Dermatology
METROGYL-400MG.TAB,450,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MEZOLAM 10ML (NEON),40,HEALTH PHARMA,September,2024,Pharmaceuticals
MEZOLAM 5ML INJ,118,HEALTH PHARMA,September,2024,Pharmaceuticals
MEZOLAM-10ML INJ,60,HEALTH PHARMA,September,2024,Pharmaceuticals
MIDORISE 10MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MINIPRESS XL 2.5 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MISOPROST 200 MCG TAB,16,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MOBECURE-P,600,V K MEDICALS,September,2024,Miscellaneous
MOBIRATE GEL 30GR,82,V K MEDICALS,September,2024,Dermatology
MODALERT 100 MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MONOGLYDE SN1326(3.0 CUTT),12,R&R SURGICALS,September,2024,Miscellaneous
MONTEK LC TAB,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MOPS 30 X 30 CM,100,R&R SURGICALS,September,2024,Miscellaneous
MOVICOL -LIQUID,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
MOVICOL LIQUID SYP,15,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
MUCINAC 600 MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MUCOLITE SR TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MUCYST 600MG TAB,100,HEALTH PHARMA,September,2024,Pharmaceuticals
MULTI-V SYP200ML,50,V K MEDICALS,September,2024,Pharmaceuticals
MVI INJ,260,HEALTH PHARMA,September,2024,Pharmaceuticals
MVI INJ 10 ML,150,HEALTH PHARMA,September,2024,Pharmaceuticals
MYORIL-4MG INJ,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MYORIL-4MG.TAB,200,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
MYORIL-8MG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MYOSPAS TH4 TAB,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
MYOSPAZ TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NACETAM 200MG 15ML,180,HEALTH PHARMA,September,2024,Pharmaceuticals
NAPROSYN 500 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NAPROSYN TAB 250MG,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NAVYCAL PLUS CAP,300,EROTAS ASSOCITES,September,2024,Pharmaceuticals
NC ADVA GLIDE PTCA BALLOON 4.*12,2,CARDIO VISION,September,2024,Cardiology
NEO DROL 40 MG INJ,20,HEALTH PHARMA,September,2024,Pharmaceuticals
NEO DROL 500 MG INJ,20,HEALTH PHARMA,September,2024,Pharmaceuticals
NEOCLOVIR 500 MG INJ,14,HEALTH PHARMA,September,2024,Pharmaceuticals
NEO-MERCAZOLE 10MG TAB,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NEOROF 10ML INJ,10,HEALTH PHARMA,September,2024,Pharmaceuticals
NEOROF 20ML INJ,10,HEALTH PHARMA,September,2024,Pharmaceuticals
NEPTAZ 50MG TABLET,84,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NERVICIT-P TAB,400,V K MEDICALS,September,2024,Pharmaceuticals
NEXITO-LS TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NIKORAN  5MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NIKORAS 5MG TAB,300,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Pharmaceuticals
NINDANIB 100MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NINDANIB 150MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NIV  MASK SIZE M,3,R&R SURGICALS,September,2024,Respiratory
NIV MASK (S),5,R&R SURGICALS,September,2024,Respiratory
NIV MASK L(VENTED),6,R&R SURGICALS,September,2024,Respiratory
NIV MASK M,10,R&R SURGICALS,September,2024,Respiratory
NIV MASK M (VENTED),3,R&R SURGICALS,September,2024,Respiratory
NODOSIS 500 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NORAD INJ,100,HEALTH PHARMA,September,2024,Pharmaceuticals
NORMAXIN TABLET,400,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
NS 100 ML (STERIDRIP),2800,KODANDAPANI MEDICALS,September,2024,Pharmaceuticals
NS 500 ML (STERIDRIP),1150,KODANDAPANI MEDICALS,September,2024,Pharmaceuticals
OFLO Q- 200 TAB,100,V K MEDICALS,September,2024,Pharmaceuticals
OLEANZ 2.5MG,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
OMNACORTIL-10 MG TABLETS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
OPTINEURON FORTE TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
OPTINEURON INJ,650,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ORCIBEST 10 MG TAB,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
ORS APPLE,198,YLN  AGENCIES,September,2024,Miscellaneous
ORS orange,198,YLN  AGENCIES,September,2024,Miscellaneous
OXYGEN  MASK (ADULT),20,R&R SURGICALS,September,2024,Respiratory
OXYSET (ADULT),20,R&R SURGICALS,September,2024,Miscellaneous
PAN-D,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
PANTOCID IT,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
PANTOP 40MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PANTORED-40TAB,1000,V K MEDICALS,September,2024,Pharmaceuticals
PANTORED-DSR CAP,1000,V K MEDICALS,September,2024,Pharmaceuticals
PARAID 100ML IV,1000,V K MEDICALS,September,2024,Pharmaceuticals
PARAID-650,1500,V K MEDICALS,September,2024,Miscellaneous
PEGLEC POWDER,6,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Gastroenterology
PERLIN-T INJ 4.5,162,V K MEDICALS,September,2024,Pharmaceuticals
PETRIL BETA-10MG TAB,360,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PETRIL BETA-20MG TAB,360,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PHOSOME 50MGINJ,10,SUMAN SPECIALTIES,September,2024,Pharmaceuticals
PLETOZ-50MG.TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PMO LINE,300,R&R SURGICALS,September,2024,Miscellaneous
POCT GLUCOSPOT STRIPS,4000,R&R SURGICALS,September,2024,Radiology
POCT LANCET ROUND,4000,R&R SURGICALS,September,2024,Radiology
POTADINE 15GM CREAM,20,V K MEDICALS,September,2024,Dermatology
POTCL INJ,150,HEALTH PHARMA,September,2024,Pharmaceuticals
POTKLOR 200 ML SYR,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
POTRATE MB6-200ML SYRUP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
POVID IODINE 5% 100ML,50,R&R SURGICALS,September,2024,Pharmaceuticals
POWER DROOL,10,R&R SURGICALS,September,2024,Miscellaneous
PREPIXA 2.5TAB,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PRO ALL POWDER,20,V K MEDICALS,September,2024,Miscellaneous
PROHANCE D POWDER,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
PROTHIADEN 25 MG TAB,450,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PRUVIACT-2MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PRUVICT 1MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PRUVICT 2 MG TAB,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PULMOCLEAR SYRUP 60ML,35,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
PYZINA 500 MG TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
RADIAL PUNCTURE NEADLESIZE20G(JELCO NEADLE),50,CARDIO VISION,September,2024,Radiology
RADIAL SHEATH 5 FR (TERUMO),4,CARDIO VISION,September,2024,Cardiology
RADIAL SHEATH 6FR (TERUMO),5,CARDIO VISION,September,2024,Cardiology
REBAGEN TABLET,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
RECLIDE-XR 60 TAB,168,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
RECLIMET  XR 60+500TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
REDCORT-6TAB,500,V K MEDICALS,September,2024,Pharmaceuticals
REDOTIL CAP,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
REGLOR GUIDE WIRE (1BM) 0.35*150MM,5,CARDIO VISION,September,2024,Cardiology
REGLOR GUIDE WIRE (DOLPHIN)0.35*260MM,5,CARDIO VISION,September,2024,Cardiology
RESILISTIN.2MIU,20,SRI LAXMII AGENCIES,September,2024,Miscellaneous
RESPIROMETER,10,R&R SURGICALS,September,2024,Miscellaneous
RIFAGUT 550 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
RL 500 ML STERIDRIP,300,KODANDAPANI MEDICALS,September,2024,Pharmaceuticals
ROFIPLAG INJ,6,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
ROMO VAC SET -  14,4,R&R SURGICALS,September,2024,Miscellaneous
ROMOFLOW(ROMSONS),20,R&R SURGICALS,September,2024,Miscellaneous
ROMSONS  PENCIL (ELECTRAA),10,R&R SURGICALS,September,2024,Radiology
ROMSONS WET WIPES,480,R&R SURGICALS,September,2024,Miscellaneous
ROTAHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
RUNTHROUGH NS GUIDE WIRE 0.014*180CM,2,CARDIO VISION,September,2024,Cardiology
RYLES TUBE--- 14G,50,R&R SURGICALS,September,2024,Gastroenterology
RYLES TUBE--- 16G,50,R&R SURGICALS,September,2024,Gastroenterology
SAAZ DS TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
SAAZ TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
SAMFUNG 100MG,4,SRI LAXMII AGENCIES,September,2024,Pharmaceuticals
SCALP VEIN SET 22G [ROMSONS],400,R&R SURGICALS,September,2024,Miscellaneous
SEROFLO 250MCG INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Respiratory
SHELCAL HD 12,75,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
SHORT PFN NAIL135,2,SHREE MITHRA SURGICALS,September,2024,Ortho
SILODAL-D 8MG CAPS,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
SKIN STAPLER PMW35,10,R&R SURGICALS,September,2024,Surgical
SKIN STAPLER -TRUPLER,10,R&R SURGICALS,September,2024,Surgical
SKIN TRACTION KIT (FLAMINGO),20,R&R SURGICALS,September,2024,Dermatology
SMUTH CREAM 30GM,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Dermatology
SODAC 25 ML INJ (SODIUM BICARBONATE),230,HEALTH PHARMA,September,2024,Pharmaceuticals
"SOFT ROLL (10 CM X 3) 4""",20,R&R SURGICALS,September,2024,Miscellaneous
"SOFT ROLL (15 CM X 3) 6""",20,R&R SURGICALS,September,2024,Miscellaneous
SPEGRA 25MG,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
SPINAL NEEDLES. 25G B.D,50,R&R SURGICALS,September,2024,Ortho
STEMETIL MD 5 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
STEMETIL-1ML INJ,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
SUCOL INJ,10,HEALTH PHARMA,September,2024,Pharmaceuticals
SUCRAL SYP,6,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Miscellaneous
SUCRAL-ANO CREAM,6,SUMAN AGENCIES HYD PRIVATE LIMITED,September,2024,Dermatology
SUCTION CATHETER 14 G,60,R&R SURGICALS,September,2024,Radiology
SUPRIDOL-100MG/ 2 ML INJ,100,HEALTH PHARMA,September,2024,Pharmaceuticals
SURFAZ-SN CREAM 7GM,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Dermatology
SURGICAL SPIRIT 4.5LT,2,SURYA TECHNO MEDICALS,September,2024,Surgical
SURGICARE ORTHO STER POWER 7.5,15,R&R SURGICALS,September,2024,Ortho
SYR  5ML BD,1600,R&R SURGICALS,September,2024,Pharmaceuticals
SYR 10ML BD,4450,R&R SURGICALS,September,2024,Pharmaceuticals
SYR 1ML.B.D (INSULIN),400,R&R SURGICALS,September,2024,Pharmaceuticals
SYR 50 ML( DISPO),100,R&R SURGICALS,September,2024,Pharmaceuticals
SYRINGES 20ML( DISPO),50,R&R SURGICALS,September,2024,Pharmaceuticals
T3 -PLUS,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
T3-LC,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
TAMSIL PLUS TAB,750,EROTAS PHARMACEUTICALS PRIVATE LIMITED,September,2024,Pharmaceuticals
TAXIM-1GM INJ,45,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
TELVAS BETA 25 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
TELVAS BETA-50TABS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Pharmaceuticals
TELVAS H 40/12.5,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Miscellaneous
TENECTASE 20MG,1,PHOENIX SPECILITY DRUGS,September,2024,Pharmaceuticals
TERUMO GUIDE WIRE (0.35*260MM),3,CARDIO VISION,September,2024,Cardiology
TERUMO GUIDE WIRE 0.35*150,7,CARDIO VISION,September,2024,Cardiology
THIACAN 200MG INJ,20,HEALTH PHARMA,September,2024,Pharmaceuticals
THROMBOPHOB OINTMENT 20GM,8,KRISHNA PHARMACEUTICAL DISTRIBUTORS,September,2024,Dermatology
